id,chapterNo,chapterTitle,unitNo,unitTitle,wordNo,originalWord,word,translation,partOfSpeech,example,translationSource,exampleSource,qaFlags,source,note
1723,21,Animals and Plants,112,Animals 3,8,bite,bite,咬,,We saw the word bite in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,#11 bite (w) That angry dog bit n
1724,21,Animals and Plants,112,Animals 3,9,tail,tail,尾巴,,We saw the word tail in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,* 2 tail (oO Kangaroos have lon¢
1725,21,Animals and Plants,112,Animals 3,10,wing,wing,翼,,We saw the word wing in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,#13 wing (0) A bat has wings. Si
1726,21,Animals and Plants,112,Animals 3,11,dragon,dragon,龍,,We saw the word dragon in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,14 dragon (n) Dragons and monst
1727,21,Animals and Plants,112,Animals 3,12,exist,exist,存在,,We saw the word exist in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,17 exist (x) Dinosaurs existed m
1728,21,Animals and Plants,113,Insects & Plants,1,butterfly,butterfly,蝴蝶,,We saw the word butterfly in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,* 2 butterfly (.)© —_ Butterflies have bi
1729,21,Animals and Plants,113,Insects & Plants,2,bee,bee,蜜蜂,,We saw the word bee in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,* 3 bee(a)O Jessica is afraid of k
1730,21,Animals and Plants,113,Insects & Plants,3,ant,ant,螞蟻,,We saw the word ant in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,* 4 ant (no Ants are small but
1731,21,Animals and Plants,113,Insects & Plants,4,spider,spider,蜘蛛,,We saw the word spider in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,* 5 spider (nO All spiders have eic
1732,21,Animals and Plants,113,Insects & Plants,5,mosquito,mosquito,蚊子,,We saw the word mosquito in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,© T mosquito (n.)©@ — Many people get bi
1733,21,Animals and Plants,113,Insects & Plants,6,cockroach,cockroach,蟑螂,,We saw the word cockroach in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,© 8 cockroach (n.)@ Are you afraid of ec
1734,21,Animals and Plants,113,Insects & Plants,7,plant,plant,植物,,We saw the word plant in a lesson about animals and plants.,machine_translation,generated_example,duplicate_word,OCR from scanned page,* 9 plant (JO Plants grow from s
1735,21,Animals and Plants,113,Insects & Plants,8,seed,seed,種子,,We saw the word seed in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,#10 seed (a) GBB grow a plant sata
1736,21,Animals and Plants,113,Insects & Plants,9,grass,grass,草,,We saw the word grass in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,#2 grass (0) We would like to he
1737,21,Animals and Plants,113,Insects & Plants,10,flower,flower,花,,We saw the word flower in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,13 flower (Yiswe] (n.)© Those flowers sme!
1738,21,Animals and Plants,113,Insects & Plants,11,root,root,根,,We saw the word root in a lesson about animals and plants.,machine_translation,generated_example,,OCR from scanned page,#16 root {rut} (nq «FAA AAINA—2
1739,21,Animals and Plants,113,Insects & Plants,12,branch,branch,分工司,n.[C],My branch employs 500 workers.,source_771,source_771,duplicate_word,OCR from scanned page,17 branch (n) The tall tree has ma
1740,22,Opposite Actions,114,Opposite Actions 1,1,leave,leave,離開,,This lesson uses the word leave in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,1 leave (x) | will leave at about 3 p.m. in the a
1741,22,Opposite Actions,114,Opposite Actions 1,2,go,go,去,,This lesson uses the word go in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,* 2 go(v) We will go out
1742,22,Opposite Actions,114,Opposite Actions 1,3,oft,oft,常,,This lesson uses the word oft in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,90 oft (88)
1743,22,Opposite Actions,114,Opposite Actions 1,4,come,come,來吧,,This lesson uses the word come in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,* 3 come (x) Will you come t
1744,22,Opposite Actions,114,Opposite Actions 1,5,follow,follow,關注,,This lesson uses the word follow in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,* 4 follow (x) Please follow n
1745,22,Opposite Actions,114,Opposite Actions 1,6,move,move,移動,,This lesson uses the word move in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,* 5 move (7) Don't move! 7
1746,22,Opposite Actions,114,Opposite Actions 1,7,open foponj,open foponj,打開 foponj,,This lesson uses the word open foponj in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,® 6 open foponj (x) Would you pleas
1747,22,Opposite Actions,114,Opposite Actions 1,8,close,close,關閉,,This lesson uses the word close in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,*7 close (x) Do you mind if |
1748,22,Opposite Actions,114,Opposite Actions 1,9,carry,carry,攜帶,,This lesson uses the word carry in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,10 carry (x) Betty always car
1749,22,Opposite Actions,114,Opposite Actions 1,10,take,take,採取,,This lesson uses the word take in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,#1 take () Is it OK for me te
1750,22,Opposite Actions,114,Opposite Actions 1,11,hold,hold,保持,,This lesson uses the word hold in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,#12 hold (%) Little Johnny hol
1751,22,Opposite Actions,114,Opposite Actions 1,12,stand,stand,站,,This lesson uses the word stand in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,13 stand (siend) (x) Nick stands nea
1752,22,Opposite Actions,114,Opposite Actions 1,13,pull,pull,拉,,This lesson uses the word pull in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,15 pull (put) (v.) Let's pull the ror
1753,22,Opposite Actions,114,Opposite Actions 1,14,push,push,推,,This lesson uses the word push in the unit Opposite Actions 1.,machine_translation,generated_example,,OCR from scanned page,#16 push (x) George pushed t
1754,22,Opposite Actions,114,Opposite Actions 1,15,movement,movement,運動,,This lesson uses the word movement in the unit Opposite Actions 1.,machine_translation,generated_example,duplicate_word,OCR from scanned page,© movement (n.)@ The police office
1755,22,Opposite Actions,115,Opposite Actions 2,1,accept,accept,接受,,This lesson uses the word accept in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1756,22,Opposite Actions,115,Opposite Actions 2,2,refuse,refuse,拒絕,,This lesson uses the word refuse in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1757,22,Opposite Actions,115,Opposite Actions 2,3,reject,reject,拒絕,,This lesson uses the word reject in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1758,22,Opposite Actions,115,Opposite Actions 2,4,agree,agree,同意,,This lesson uses the word agree in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1759,22,Opposite Actions,115,Opposite Actions 2,5,appear,appear,出現,,This lesson uses the word appear in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1760,22,Opposite Actions,115,Opposite Actions 2,6,disappear,disappear,消失,,This lesson uses the word disappear in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1761,22,Opposite Actions,115,Opposite Actions 2,7,do,do,做,,This lesson uses the word do in the unit Opposite Actions 2.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1762,22,Opposite Actions,115,Opposite Actions 2,8,quit,quit,退出,,This lesson uses the word quit in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1763,22,Opposite Actions,115,Opposite Actions 2,9,begin,begin,開始,,This lesson uses the word begin in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1764,22,Opposite Actions,115,Opposite Actions 2,10,start,start,開始,,This lesson uses the word start in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1765,22,Opposite Actions,115,Opposite Actions 2,11,end,end,結束,,This lesson uses the word end in the unit Opposite Actions 2.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1766,22,Opposite Actions,115,Opposite Actions 2,12,finish,finish,完成,,This lesson uses the word finish in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1767,22,Opposite Actions,115,Opposite Actions 2,13,confuse,confuse,混淆,,This lesson uses the word confuse in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1768,22,Opposite Actions,115,Opposite Actions 2,14,include,include,包含,v.,"Green vegetables include lettuce, beans, and cabbages.",source_771,source_771,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1769,22,Opposite Actions,115,Opposite Actions 2,15,omit,omit,省略,,This lesson uses the word omit in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1770,22,Opposite Actions,115,Opposite Actions 2,16,insist,insist,堅持,,This lesson uses the word insist in the unit Opposite Actions 2.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1771,23,Antonyms,116,Antonyms 1,1,safe,safe,安全,,This lesson uses the word safe in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,| ‘® 1 safe {sef] (a) feel safe at home. RERMEIRE ° f
1772,23,Antonyms,116,Antonyms 1,2,dangerous,dangerous,危險的,,This lesson uses the word dangerous in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,| #2 dangerous (a) Riding a scooter fast is dangerous. §
1773,23,Antonyms,116,Antonyms 1,3,simple,simple,簡單,,This lesson uses the word simple in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,* 3 simple (a) Counting numbers is simple for mos
1774,23,Antonyms,116,Antonyms 1,4,easy riz,easy riz,簡單的riz,,This lesson uses the word easy riz in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,| 4 easy riz (a) ‘Swimming is easy f
1775,23,Antonyms,116,Antonyms 1,5,hard,hard,硬,,This lesson uses the word hard in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,* 5 hard (a) (adv) Monica doesn't kno
1776,23,Antonyms,116,Antonyms 1,6,possible,possible,可能,,This lesson uses the word possible in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,* 6 possible (a) \s it possible for yo
1777,23,Antonyms,116,Antonyms 1,7,impossible,impossible,不可能的,,This lesson uses the word impossible in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,‘© T impossible(a) Flying in the sky we
1778,23,Antonyms,116,Antonyms 1,8,precious,precious,珍貴的,,This lesson uses the word precious in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,© 8 precious (a) Gold and silver are
1779,23,Antonyms,116,Antonyms 1,9,rare,rare,罕見的,,This lesson uses the word rare in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,9 rare (a) Its rare for the mu
1780,23,Antonyms,116,Antonyms 1,10,ordinary,ordinary,普通的,,This lesson uses the word ordinary in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,‘10 ordinary (a.) Being a magician is
1781,23,Antonyms,116,Antonyms 1,11,usual,usual,平常,,This lesson uses the word usual in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,"1 usual (a) ‘As usual, Dad cook"
1782,23,Antonyms,116,Antonyms 1,12,true,true,真實,,This lesson uses the word true in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,2 true (a) That is not true. Yo
1783,23,Antonyms,116,Antonyms 1,13,false,false,假的,,This lesson uses the word false in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,13 false (a) Is the answer true c
1784,23,Antonyms,116,Antonyms 1,14,crowded,crowded,擁擠,,This lesson uses the word crowded in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,14 crowded (2) The mall is always er
1785,23,Antonyms,116,Antonyms 1,15,empty,empty,空的,,This lesson uses the word empty in the unit Antonyms 1.,machine_translation,generated_example,,OCR from scanned page,‘15 empty (a) ‘The streets of the b
1786,23,Antonyms,117,Antonyms 2,1,same,same,一樣,,This lesson uses the word same in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,| * 1 same (a) Jessie lives on the same street as Jar
1787,23,Antonyms,117,Antonyms 2,2,alike,alike,一樣,,This lesson uses the word alike in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,© 2 alike (o'ak] (a) He and his brother are alike. (#1332
1788,23,Antonyms,117,Antonyms 2,3,similar,similar,類似的,,This lesson uses the word similar in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,© 3 similar (a) His face is similar
1789,23,Antonyms,117,Antonyms 2,4,difference,difference,差異,,This lesson uses the word difference in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,5 difference (n)@ — Whatis the differ
1790,23,Antonyms,117,Antonyms 2,5,personal,personal,個人的,,This lesson uses the word personal in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,| @6 personal (a) Everyone has his ¢
1791,23,Antonyms,117,Antonyms 2,6,private,private,私人的,,This lesson uses the word private in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,©7 private (a) Strangers aren't a
1792,23,Antonyms,117,Antonyms 2,7,quiet,quiet,安靜,,This lesson uses the word quiet in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,*9 quiet (a) Please be quiet. C
1793,23,Antonyms,117,Antonyms 2,8,silent,silent,沉默的,,This lesson uses the word silent in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,10 silent (a) The workers were
1794,23,Antonyms,117,Antonyms 2,9,certain,certain,某些,,This lesson uses the word certain in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,© 11 certain (a) Are you certain tl
1795,23,Antonyms,117,Antonyms 2,10,sure,sure,當然,,This lesson uses the word sure in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,#13 sure [ur] (a) How can you be s
1796,23,Antonyms,117,Antonyms 2,11,busy,busy,忙,,This lesson uses the word busy in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,*busy(a)——— Tomwas busy wit
1797,23,Antonyms,117,Antonyms 2,12,poor,poor,窮,,This lesson uses the word poor in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,#16 poor (a) Louis works hard
1798,23,Antonyms,117,Antonyms 2,13,sudden,sudden,突然的,,This lesson uses the word sudden in the unit Antonyms 2.,machine_translation,generated_example,,OCR from scanned page,17 sudden (2) There was a sudd
1799,24,Adverbs,118,Frequency and Possibility,1,always,always,總是,,Try to use always correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1800,24,Adverbs,118,Frequency and Possibility,2,usually,usually,通常,,Try to use usually correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1801,24,Adverbs,118,Frequency and Possibility,3,often,often,常,,Try to use often correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1802,24,Adverbs,118,Frequency and Possibility,4,sometimes,sometimes,有時,,Try to use sometimes correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1803,24,Adverbs,118,Frequency and Possibility,5,seldom,seldom,很少,,Try to use seldom correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1804,24,Adverbs,118,Frequency and Possibility,6,never,never,從不,,Try to use never correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1805,24,Adverbs,118,Frequency and Possibility,7,ever,ever,曾經,,Try to use ever correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1806,24,Adverbs,118,Frequency and Possibility,8,once,once,一次,,Try to use once correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1807,24,Adverbs,118,Frequency and Possibility,9,twice,twice,兩次,,Try to use twice correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1808,24,Adverbs,118,Frequency and Possibility,10,maybe,maybe,也許,,Try to use maybe correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1809,24,Adverbs,118,Frequency and Possibility,11,perhaps,perhaps,也許,,Try to use perhaps correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1810,24,Adverbs,118,Frequency and Possibility,12,probably,probably,可能,,Try to use probably correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1811,24,Adverbs,118,Frequency and Possibility,13,likely,likely,可能,,Try to use likely correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1812,24,Adverbs,119,Degree,1,really,really,真的,,Try to use really correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1813,24,Adverbs,119,Degree,2,very,very,非常,,Try to use very correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1814,24,Adverbs,119,Degree,3,quite,quite,相當,,Try to use quite correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1815,24,Adverbs,119,Degree,4,rather,rather,相反,,Try to use rather correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1816,24,Adverbs,119,Degree,5,hardly,hardly,幾乎不,,Try to use hardly correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1817,24,Adverbs,119,Degree,6,almost,almost,幾乎,,Try to use almost correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1818,24,Adverbs,119,Degree,7,nearly,nearly,幾乎,,Try to use nearly correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1819,24,Adverbs,119,Degree,8,least,least,至少,,Try to use least correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1820,24,Adverbs,119,Degree,9,even,even,甚至,,Try to use even correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1821,24,Adverbs,119,Degree,10,so,so,所以,,Try to use so correctly in a sentence.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1822,24,Adverbs,119,Degree,11,just,just,只是,,Try to use just correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1823,24,Adverbs,119,Degree,12,still,still,仍然,,Try to use still correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1824,24,Adverbs,119,Degree,13,especially,especially,尤其是,,Try to use especially correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1825,24,Adverbs,120,Connections,1,then,then,然後,,Try to use then correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,"* 1 then (adv) First pour the cereal, and then pour t"
1826,24,Adverbs,120,Connections,2,already,already,已經,,Try to use already correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,* 4 already (adv) ! already bou
1827,24,Adverbs,120,Connections,3,also,also,還有,,Try to use also correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,| 5 also (adv) I want to go to
1828,24,Adverbs,120,Connections,4,too,too,也,,Try to use too correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,* 6 too (adv) Michelle likes
1829,24,Adverbs,120,Connections,5,again,again,再次,,Try to use again correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,*7 again (adv) Let's practice a
1830,24,Adverbs,120,Connections,6,besides,besides,除此之外,,Try to use besides correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,© 8 besides (ady.) ' don't want to
1831,24,Adverbs,120,Connections,7,else,else,否則,,Try to use else correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,* 9 else (adv) There's somethi
1832,24,Adverbs,120,Connections,8,therefore,therefore,因此,,Try to use therefore correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,‘10 therefore (adv) You have the m
1833,24,Adverbs,120,Connections,9,however,however,然而,,Try to use however correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,* however (ady) Today is Sunday
1834,24,Adverbs,120,Connections,10,anywhere,anywhere,任何地方,,Try to use anywhere correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,12 anywhere (adv) You can go anyy
1835,24,Adverbs,120,Connections,11,somewhere,somewhere,某處,,Try to use somewhere correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,¥13 somewhere (adr) Ive seen the ma
1836,24,Adverbs,120,Connections,12,everywhere,everywhere,到處,,Try to use everywhere correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,© everywhere (adx:) This cellphone w
1837,24,Adverbs,120,Connections,13,ahead,ahead,前面,,Try to use ahead correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,15 ahead (adv) The entrance is u
1838,24,Adverbs,120,Connections,14,away,away,離開,,Try to use away correctly in a sentence.,machine_translation,generated_example,,OCR from scanned page,#16 away (adv) Go away! | don't
1839,24,Adverbs,121,Yes or No and States,1,yes,yes,是的,,Try to use yes correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1840,24,Adverbs,121,Yes or No and States,2,yeah,yeah,是的,,Try to use yeah correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1841,24,Adverbs,121,Yes or No and States,3,no,no,不,,Try to use no correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1842,24,Adverbs,121,Yes or No and States,4,not,not,不,,Try to use not correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1843,24,Adverbs,121,Yes or No and States,5,neither,neither,兩者都不是,,Try to use neither correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1844,24,Adverbs,121,Yes or No and States,6,either,either,要么,,Try to use either correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1845,24,Adverbs,121,Yes or No and States,7,alone,alone,獨自一人,,Try to use alone correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1846,24,Adverbs,121,Yes or No and States,8,altogether,altogether,總共,,Try to use altogether correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1847,24,Adverbs,121,Yes or No and States,9,together,together,一起,,They lived together as a family.,source_771,source_771,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1848,24,Adverbs,121,Yes or No and States,10,aloud,aloud,大聲地,,Try to use aloud correctly in a sentence.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1849,24,Adverbs,121,Yes or No and States,11,actually,actually,實際上,,Try to use actually correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1850,25,Be and Auxiliaries,122,Be and Auxiliaries,1,be,be,是,,This lesson uses the word be in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1851,25,Be and Auxiliaries,122,Be and Auxiliaries,2,am,am,上午,,This lesson uses the word am in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1852,25,Be and Auxiliaries,122,Be and Auxiliaries,3,is,is,是,,This lesson uses the word is in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1853,25,Be and Auxiliaries,122,Be and Auxiliaries,4,are,are,是,,This lesson uses the word are in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1854,25,Be and Auxiliaries,122,Be and Auxiliaries,5,was,was,是,,This lesson uses the word was in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1855,25,Be and Auxiliaries,122,Be and Auxiliaries,6,were,were,是,,This lesson uses the word were in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1856,25,Be and Auxiliaries,122,Be and Auxiliaries,7,been,been,曾經,,This lesson uses the word been in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1857,25,Be and Auxiliaries,122,Be and Auxiliaries,8,do,do,做,,This lesson uses the word do in the unit Be and Auxiliaries.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1858,25,Be and Auxiliaries,122,Be and Auxiliaries,9,does,does,確實,,This lesson uses the word does in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1859,25,Be and Auxiliaries,122,Be and Auxiliaries,10,did,did,做了,,This lesson uses the word did in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1860,25,Be and Auxiliaries,122,Be and Auxiliaries,11,have,have,有,,This lesson uses the word have in the unit Be and Auxiliaries.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1861,25,Be and Auxiliaries,122,Be and Auxiliaries,12,has,has,有,,This lesson uses the word has in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1862,25,Be and Auxiliaries,122,Be and Auxiliaries,13,had,had,有,,This lesson uses the word had in the unit Be and Auxiliaries.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1863,25,Be and Auxiliaries,123,Modal Verbs,1,can,can,可以,,This lesson uses the word can in the unit Modal Verbs.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1864,25,Be and Auxiliaries,123,Modal Verbs,2,could,could,可以,,This lesson uses the word could in the unit Modal Verbs.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1865,25,Be and Auxiliaries,123,Modal Verbs,3,will,will,會,,This lesson uses the word will in the unit Modal Verbs.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1866,25,Be and Auxiliaries,123,Modal Verbs,4,shall,shall,應,,This lesson uses the word shall in the unit Modal Verbs.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1867,25,Be and Auxiliaries,123,Modal Verbs,5,would,would,會,,This lesson uses the word would in the unit Modal Verbs.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1868,25,Be and Auxiliaries,123,Modal Verbs,6,should,should,應該,,This lesson uses the word should in the unit Modal Verbs.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1869,25,Be and Auxiliaries,123,Modal Verbs,7,may,may,五月,n.[C][U],Will you take a vacation in May or June?,source_771,source_771,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1870,25,Be and Auxiliaries,123,Modal Verbs,8,might,might,可能,,This lesson uses the word might in the unit Modal Verbs.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1871,25,Be and Auxiliaries,123,Modal Verbs,9,must,must,必須,,This lesson uses the word must in the unit Modal Verbs.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1872,25,Be and Auxiliaries,123,Modal Verbs,10,have to,have to,必須,,This lesson uses the word have to in the unit Modal Verbs.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1873,26,Wh-Words and Interjections,124,Wh-Words and Interjections,1,what,what,什麼,,This lesson uses the word what in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
